filename	onset	offset	event_label
/home/ydc/wsed/CDur/data/URBAN-SED/audio/train/soundscape_train_bimodal0.wav	3.1254220000000004	3.891403	jackhammer
/home/ydc/wsed/CDur/data/URBAN-SED/audio/train/soundscape_train_bimodal0.wav	4.272823000000002	6.293218000000001	dog_bark
/home/ydc/wsed/CDur/data/URBAN-SED/audio/train/soundscape_train_bimodal0.wav	4.644566	7.936222000000001	drilling
/home/ydc/wsed/CDur/data/URBAN-SED/audio/train/soundscape_train_bimodal1.wav	3.077713	4.716591	siren
/home/ydc/wsed/CDur/data/URBAN-SED/audio/train/soundscape_train_bimodal1.wav	6.3154	7.668933999999999	dog_bark
/home/ydc/wsed/CDur/data/URBAN-SED/audio/train/soundscape_train_bimodal10.wav	0.519877	1.7878310000000002	jackhammer
/home/ydc/wsed/CDur/data/URBAN-SED/audio/train/soundscape_train_bimodal10.wav	2.48741	4.3241200000000015	jackhammer
/home/ydc/wsed/CDur/data/URBAN-SED/audio/train/soundscape_train_bimodal10.wav	5.861358	7.64925	drilling
/home/ydc/wsed/CDur/data/URBAN-SED/audio/train/soundscape_train_bimodal10.wav	6.140399	6.615286	drilling
/home/ydc/wsed/CDur/data/URBAN-SED/audio/train/soundscape_train_bimodal10.wav	6.3454190000000015	9.518126	drilling
/home/ydc/wsed/CDur/data/URBAN-SED/audio/train/soundscape_train_bimodal10.wav	6.709957000000001	10.0	siren
/home/ydc/wsed/CDur/data/URBAN-SED/audio/train/soundscape_train_bimodal10.wav	7.8136470000000005	8.886187	gun_shot
/home/ydc/wsed/CDur/data/URBAN-SED/audio/train/soundscape_train_bimodal10.wav	7.8477900000000025	10.0	air_conditioner
/home/ydc/wsed/CDur/data/URBAN-SED/audio/train/soundscape_train_bimodal10.wav	8.581652	9.778707	engine_idling
/home/ydc/wsed/CDur/data/URBAN-SED/audio/train/soundscape_train_bimodal100.wav	0.8799610000000001	4.239194	street_music
/home/ydc/wsed/CDur/data/URBAN-SED/audio/train/soundscape_train_bimodal100.wav	2.1809290000000003	2.871506	siren
/home/ydc/wsed/CDur/data/URBAN-SED/audio/train/soundscape_train_bimodal100.wav	4.9871919999999985	8.517275999999999	dog_bark
/home/ydc/wsed/CDur/data/URBAN-SED/audio/train/soundscape_train_bimodal100.wav	5.19489	7.676564999999999	street_music
/home/ydc/wsed/CDur/data/URBAN-SED/audio/train/soundscape_train_bimodal100.wav	5.248074	9.140951	car_horn
/home/ydc/wsed/CDur/data/URBAN-SED/audio/train/soundscape_train_bimodal100.wav	6.1907510000000014	9.922712	air_conditioner
/home/ydc/wsed/CDur/data/URBAN-SED/audio/train/soundscape_train_bimodal1000.wav	4.2983699999999985	6.040148	jackhammer
/home/ydc/wsed/CDur/data/URBAN-SED/audio/train/soundscape_train_bimodal1000.wav	8.274703	10.0	engine_idling
/home/ydc/wsed/CDur/data/URBAN-SED/audio/train/soundscape_train_bimodal1001.wav	2.202982	3.46507	children_playing
/home/ydc/wsed/CDur/data/URBAN-SED/audio/train/soundscape_train_bimodal1001.wav	4.573663000000002	8.414175	siren
/home/ydc/wsed/CDur/data/URBAN-SED/audio/train/soundscape_train_bimodal1001.wav	6.064998	8.280342000000001	children_playing
/home/ydc/wsed/CDur/data/URBAN-SED/audio/train/soundscape_train_bimodal1001.wav	6.298844000000001	10.0	jackhammer
/home/ydc/wsed/CDur/data/URBAN-SED/audio/train/soundscape_train_bimodal1001.wav	6.3068560000000025	10.0	jackhammer
/home/ydc/wsed/CDur/data/URBAN-SED/audio/train/soundscape_train_bimodal1001.wav	6.720175	8.608917	jackhammer
/home/ydc/wsed/CDur/data/URBAN-SED/audio/train/soundscape_train_bimodal1001.wav	7.566287000000001	9.416712	car_horn
/home/ydc/wsed/CDur/data/URBAN-SED/audio/train/soundscape_train_bimodal1001.wav	8.23065	10.0	street_music
/home/ydc/wsed/CDur/data/URBAN-SED/audio/train/soundscape_train_bimodal1001.wav	9.016093	10.0	children_playing
/home/ydc/wsed/CDur/data/URBAN-SED/audio/train/soundscape_train_bimodal1002.wav	2.6862280000000003	5.776975	air_conditioner
/home/ydc/wsed/CDur/data/URBAN-SED/audio/train/soundscape_train_bimodal1002.wav	5.882924	7.23318	siren
/home/ydc/wsed/CDur/data/URBAN-SED/audio/train/soundscape_train_bimodal1002.wav	7.450609	10.0	car_horn
/home/ydc/wsed/CDur/data/URBAN-SED/audio/train/soundscape_train_bimodal1002.wav	9.053756	10.0	air_conditioner
/home/ydc/wsed/CDur/data/URBAN-SED/audio/train/soundscape_train_bimodal1003.wav	0.549643	1.937338	drilling
/home/ydc/wsed/CDur/data/URBAN-SED/audio/train/soundscape_train_bimodal1003.wav	5.467628	6.467196	car_horn
/home/ydc/wsed/CDur/data/URBAN-SED/audio/train/soundscape_train_bimodal1003.wav	7.0026800000000025	10.0	air_conditioner
/home/ydc/wsed/CDur/data/URBAN-SED/audio/train/soundscape_train_bimodal1004.wav	0.596508	3.233398	street_music
/home/ydc/wsed/CDur/data/URBAN-SED/audio/train/soundscape_train_bimodal1004.wav	2.5153700000000003	4.6997339999999985	siren
/home/ydc/wsed/CDur/data/URBAN-SED/audio/train/soundscape_train_bimodal1004.wav	4.174601	7.392592999999999	street_music
/home/ydc/wsed/CDur/data/URBAN-SED/audio/train/soundscape_train_bimodal1004.wav	4.4566870000000005	7.7054860000000005	air_conditioner
/home/ydc/wsed/CDur/data/URBAN-SED/audio/train/soundscape_train_bimodal1004.wav	5.624994999999998	10.0	street_music
/home/ydc/wsed/CDur/data/URBAN-SED/audio/train/soundscape_train_bimodal1004.wav	6.116207	8.151872000000001	street_music
/home/ydc/wsed/CDur/data/URBAN-SED/audio/train/soundscape_train_bimodal1004.wav	6.3380740000000015	9.976068	car_horn
/home/ydc/wsed/CDur/data/URBAN-SED/audio/train/soundscape_train_bimodal1005.wav	1.7867080000000002	2.7150550000000004	jackhammer
/home/ydc/wsed/CDur/data/URBAN-SED/audio/train/soundscape_train_bimodal1005.wav	3.725114	7.144375	engine_idling
/home/ydc/wsed/CDur/data/URBAN-SED/audio/train/soundscape_train_bimodal1005.wav	6.027605	10.0	jackhammer
/home/ydc/wsed/CDur/data/URBAN-SED/audio/train/soundscape_train_bimodal1005.wav	6.568968000000001	7.289790000000001	gun_shot
/home/ydc/wsed/CDur/data/URBAN-SED/audio/train/soundscape_train_bimodal1006.wav	0.17866800000000002	1.7170880000000002	jackhammer
/home/ydc/wsed/CDur/data/URBAN-SED/audio/train/soundscape_train_bimodal1006.wav	0.939489	2.965249	engine_idling
/home/ydc/wsed/CDur/data/URBAN-SED/audio/train/soundscape_train_bimodal1006.wav	2.903392	5.046048000000001	air_conditioner
/home/ydc/wsed/CDur/data/URBAN-SED/audio/train/soundscape_train_bimodal1006.wav	2.997898	6.470453000000001	children_playing
